HBWv5_BL_Sequence,HBWv5_BL_Scientific_name,AVONET_BirdLife_AvibaseID1,Egg,Cooperative
8980,Turdus falcklandii,AVIBASE-F09C3940,7.501291283,0
8981,Turdus reevei,AVIBASE-E47AA20C,5.680315965,0
8982,Turdus fulviventris,AVIBASE-27399961,6.181396094,0
8983,Turdus olivater,AVIBASE-D068BA78,7.046923165,0
8984,Turdus chiguanco,AVIBASE-D580A2C8,7.474827253,0
8985,Turdus anthracinus,AVIBASE-1070D1CB,7.474827253,0
8986,Turdus fuscater,AVIBASE-23C068E4,9.605401073,0
8987,Turdus nigriceps,AVIBASE-B3BB28D9,5.209534126,0
8988,Turdus subalaris,AVIBASE-89E3147F,5.192623175,0
8989,Turdus serranus,AVIBASE-9B9D5DC7,6.97358859,0
8990,Turdus eremita,AVIBASE-C740512D,7.261314213,NA
8991,Turdus amaurochalinus,AVIBASE-17FCF7A0,5.620408542,0
8992,Turdus ignobilis,AVIBASE-4769434D,5.45,0
8993,Turdus debilis,AVIBASE-8337C755,5.45,0
8994,Turdus arthuri,AVIBASE-F28463EA,5.45,0
8995,Turdus maranonicus,AVIBASE-1F4DAD80,6.181396094,0
8996,Turdus xanthorhynchus,AVIBASE-E636E6DC,7.4,0
8997,Turdus olivaceofuscus,AVIBASE-927299E4,7.4,0
8998,Turdus aurantius,AVIBASE-A786A6B2,6.807032352,0
8999,Turdus ravidus,#N/A,NA,NA
9000,Turdus plumbeus,AVIBASE-79FCED08,6.451923247,0
9001,Turdus rubripes,AVIBASE-D3E71486,6.451923247,0
9002,Turdus ardosiaceus,AVIBASE-6B75CDBA,6.451923247,0
9003,Turdus pelios,AVIBASE-40A2405D,7.4,0
9004,Turdus niveiceps,AVIBASE-7CE0A1A9,5.751422004,0
9005,Turdus boulboul,AVIBASE-06DEFA6B,6.8,0
9006,Turdus simillimus,AVIBASE-CED9626E,7.2,0
9007,Turdus cardis,AVIBASE-259E02EC,5.663477812,0
9008,Turdus hortulorum,AVIBASE-FCC6C5EA,6.000586066,0
9009,Turdus dissimilis,AVIBASE-54C010AC,6.449187566,0
9010,Turdus unicolor,AVIBASE-F4692C3B,5.913009978,0
9011,Turdus obscurus,AVIBASE-6E24CCD1,5.768521625,0
9012,Turdus feae,AVIBASE-4C2FBE92,6.262314771,0
9013,Turdus celaenops,AVIBASE-57274462,6.939169645,0
9014,Turdus chrysolaus,AVIBASE-F80DAC22,6.2,0
9015,Turdus pallidus,AVIBASE-B6A18478,6.370355397,0
9016,Turdus poliocephalus,AVIBASE-0C037550,5.751422004,0
9017,Turdus kessleri,AVIBASE-8A6BF14B,6.515165201,0
9018,Turdus maximus,AVIBASE-9E3252A7,7.2,0
9019,Turdus pilaris,AVIBASE-D120D5A0,6.8,0
9020,Turdus albocinctus,AVIBASE-4699C170,7.644743717,0
9021,Turdus rubrocanus,AVIBASE-82351263,7.319026807,0
9022,Turdus torquatus,AVIBASE-CE71B4FF,7.4,0
9023,Turdus naumanni,AVIBASE-22761AD4,5.85,0
9024,Turdus eunomus,AVIBASE-E3B69278,5.85,0
9025,Turdus atrogularis,AVIBASE-AECDBFFA,7.165,0
9026,Turdus ruficollis,AVIBASE-77B6BACB,7.165,0
9027,Cataponera turdoides,AVIBASE-6813F422,7.195913994,0
9028,Alethe diademata,AVIBASE-ECD2AB67,3.7,0
9029,Alethe castanea,AVIBASE-DA4D7386,3.7,0
9030,Tychaedon coryphoeus,AVIBASE-B796DBCB,2.5082228,1
9031,Tychaedon signata,AVIBASE-231FD09E,2.94,0
9032,Tychaedon leucosticta,AVIBASE-712C7EA0,2.941284095,0
9033,Tychaedon quadrivirgata,AVIBASE-92908926,2.46,0
9034,Tychaedon barbata,AVIBASE-8CFA2604,2.760840877,0
9035,Cercotrichas paena,AVIBASE-C1EF6940,2.265,0
9036,Cercotrichas galactotes,AVIBASE-B68BD0D2,3.07,0
9037,Cercotrichas podobe,AVIBASE-6D92499B,3.11,0
9038,Cercotrichas hartlaubi,AVIBASE-15B2DD49,2.31,0
9039,Cercotrichas leucophrys,AVIBASE-B5B6EC7B,2.77,0
9040,Copsychus mindanensis,AVIBASE-24D2DF19,3.43,0
9041,Copsychus pica,AVIBASE-5DE3F1BD,2.763587658,0
9042,Copsychus albospecularis,AVIBASE-CCDA39E4,2.763587658,0
9043,Copsychus sechellarum,AVIBASE-4B41D53C,6.155608162,NA
9044,Copsychus saularis,AVIBASE-D112C938,3.43,0
9045,Saxicoloides fulicatus,AVIBASE-9006B4EF,2.53,0
9046,Trichixos pyrropygus,AVIBASE-E22B9F79,4.114948589,0
9047,Kittacincla luzoniensis,AVIBASE-E80564C5,2.821905547,0
9048,Kittacincla superciliaris,AVIBASE-CEED5ACE,2.821905547,0
9049,Kittacincla malabarica,AVIBASE-E5ABD6CB,3.55,1
9050,Kittacincla albiventris,AVIBASE-D5038426,3.55,1
9051,Kittacincla nigra,AVIBASE-974AE5EC,3.196994663,0
9052,Kittacincla cebuensis,AVIBASE-93B8CF8F,3.196994663,0
9053,Muscicapa griseisticta,AVIBASE-B4FF5927,1.35,0
9054,Muscicapa sibirica,AVIBASE-BCB683C2,1.33,0
9055,Muscicapa ferruginea,AVIBASE-2DA49BD5,1.65,0
9056,Muscicapa muttui,AVIBASE-472841E9,1.712098658,0
9057,Muscicapa dauurica,AVIBASE-1E7228CE,1.541837795,0
9058,Muscicapa randi,AVIBASE-71563862,1.541837795,0
9059,Muscicapa segregata,AVIBASE-C8814B4A,1.541837795,0
9060,Muscicapa epulata,AVIBASE-79574FC3,1.474363687,0
9061,Muscicapa adusta,AVIBASE-6E95C4A9,1.665,0
9062,Muscicapa sethsmithi,AVIBASE-E78D263C,1.21,0
9063,Muscicapa gambagae,AVIBASE-7387E828,1.46,0
9064,Muscicapa striata,AVIBASE-EE8206E7,1.92,0
9065,Muscicapa aquatica,AVIBASE-77F0C62C,1.27,0
9066,Muscicapa cassini,AVIBASE-A962CA14,2.06,0
9067,Bradornis boehmi,AVIBASE-D5629ECA,1.95,0
9068,Bradornis fuliginosus,AVIBASE-AD9EBAC2,2.264788546,1
9069,Bradornis ussheri,AVIBASE-79993B33,2.278341748,0
9070,Bradornis comitatus,AVIBASE-F21A8321,1.83,0
9071,Bradornis microrhynchus,AVIBASE-E281D783,2.23,0
9072,Bradornis mariquensis,AVIBASE-561780A5,2.19,1
9073,Agricola pallidus,AVIBASE-FA03A965,2.16,1
9074,Agricola infuscatus,AVIBASE-6E8F3B30,3.2,0
9075,Fraseria cinerascens,AVIBASE-EA749CEC,2.691712936,0
9076,Fraseria ocreata,AVIBASE-8B037156,3.15,1
9077,Fraseria plumbea,AVIBASE-5EA2B90C,1.52,0
9078,Fraseria griseigularis,AVIBASE-F563FE97,2.07,0
9079,Fraseria caerulescens,AVIBASE-3B3A6911,2.09,0
9080,Fraseria tessmanni,AVIBASE-6A0D9212,1.961005326,0
9081,Fraseria olivascens,AVIBASE-809D08A6,2.105859128,0
9082,Fraseria lendu,AVIBASE-84E4178E,2.262912544,0
9083,Humblotia flavirostris,AVIBASE-D6E30413,2.746692605,0
9084,Melaenornis silens,AVIBASE-FD391374,2.75,0
9085,Melaenornis herero,AVIBASE-D17B7DA0,3.089686691,0
9086,Melaenornis semipartitus,AVIBASE-AB38EDFD,2.691712936,0
9087,Melaenornis chocolatinus,AVIBASE-373E54E6,2.76,1
9088,Melaenornis brunneus,AVIBASE-167C67BA,3.056074195,1
9089,Melaenornis fischeri,AVIBASE-3809131C,2.802795264,NA
9090,Melaenornis ardesiacus,AVIBASE-C25A248F,2.71,0
9091,Melaenornis annamarulae,AVIBASE-A920880B,4.06142232,1
9092,Melaenornis edolioides,AVIBASE-F188F8C8,2.68,0
9093,Melaenornis pammelaina,AVIBASE-8A9A7AAA,2.77,0
9094,Sholicola major,AVIBASE-26F04AA3,3.959073262,0
9095,Sholicola albiventris,AVIBASE-76F3C885,3.959073262,0
9096,Niltava sundara,AVIBASE-7FBCFF87,2.8,0
9097,Niltava macgrigoriae,AVIBASE-AE0A8E40,1.78,0
9098,Niltava sumatrana,AVIBASE-72E5DD5A,2.916044306,0
9099,Niltava oatesi,AVIBASE-ACBC2BB0,3.545913725,0
9100,Niltava vivida,AVIBASE-7D6DCAC3,3.545913725,0
9101,Niltava davidi,AVIBASE-CD06F87E,2.916044306,0
9102,Niltava grandis,AVIBASE-75234D1E,3.9,0
9103,Cyanoptila cumatilis,AVIBASE-BC81D33B,2.71321173,0
9104,Cyanoptila cyanomelana,AVIBASE-B7679B3F,2.71321173,0
9105,Eumyias albicaudatus,AVIBASE-52FED114,2.12,0
9106,Eumyias ruficrissa,AVIBASE-A41FD92D,2.746692605,0
9107,Eumyias indigo,AVIBASE-BFD3F2BE,2.746692605,0
9108,Eumyias sordidus,AVIBASE-75A6445E,2.915561054,0
9109,Eumyias thalassinus,AVIBASE-1DF0E856,2.43,0
9110,Eumyias panayensis,AVIBASE-7C862AD0,2.459646567,0
9111,Eumyias additus,AVIBASE-4EA42529,2.691712936,0
9112,Anthipes monileger,AVIBASE-03E8C346,1.83,0
9113,Anthipes solitaris,AVIBASE-EBEB71F0,2.262912544,0
9114,Cyornis oscillans,AVIBASE-B69E7CB5,2.813499674,0
9115,Cyornis stresemanni,AVIBASE-B136588C,2.813499674,0
9116,Cyornis nicobaricus,AVIBASE-383E7A61,NA,0
9117,Cyornis brunneatus,AVIBASE-1AFE0391,2.301492301,0
9118,Cyornis olivaceus,AVIBASE-9265448C,2.077433445,0
9119,Cyornis umbratilis,AVIBASE-F63B6317,2.301492301,0
9120,Cyornis ruficauda,AVIBASE-667AA6BF,2.257668003,0
9121,Cyornis colonus,AVIBASE-99F7651D,2.746692605,0
9122,Cyornis unicolor,AVIBASE-480F2C3C,3.41,0
9123,Cyornis ruckii,AVIBASE-EAF7A5C6,3.825551838,0
9124,Cyornis herioti,AVIBASE-62BD5AD2,2.446230814,0
9125,Cyornis camarinensis,AVIBASE-A9493977,2.446230814,0
9126,Cyornis pallidipes,AVIBASE-C29DEB80,2.55,0
9127,Cyornis poliogenys,AVIBASE-786EFC15,3.825551838,0
9128,Cyornis magnirostris,AVIBASE-F18BBB65,1.939993179,NA
9129,Cyornis banyumas,AVIBASE-D97065FF,1.939993179,0
9130,Cyornis lemprieri,AVIBASE-37C2CC2E,2.604816274,0
9131,Cyornis tickelliae,AVIBASE-0EA33C18,1.94,0
9132,Cyornis sumatrensis,AVIBASE-16C6AC8A,1.94,0
9133,Cyornis caerulatus,AVIBASE-52C69037,2.690820859,0
9134,Cyornis superbus,AVIBASE-CA394EC6,3.089686691,0
9135,Cyornis glaucicomans,AVIBASE-1937A3C8,1.99,0
9136,Cyornis hainanus,AVIBASE-7FD53F95,3.056074195,0
9137,Cyornis rubeculoides,AVIBASE-AAF62362,1.99,0
9138,Cyornis turcosus,AVIBASE-A35345E1,2.580324644,0
9139,Cyornis rufigastra,AVIBASE-52840970,2.3,0
9140,Cyornis omissus,AVIBASE-521B0B07,2.3,0
9141,Cyornis djampeanus,AVIBASE-F5569063,2.3,0
9142,Cyornis hyacinthinus,AVIBASE-DB232D5C,3.449687983,0
9143,Cyornis hoevelli,AVIBASE-64C5A03E,3.089686691,0
9144,Cyornis sanfordi,AVIBASE-A89B82E6,2.915561054,0
9145,Cyornis concretus,AVIBASE-63EF266B,4.420372943,0
9146,Xenocopsychus ansorgei,AVIBASE-70F693B6,3.737190123,0
9147,Dessonornis caffer,AVIBASE-A38BABE1,3.34,0
9148,Dessonornis mbuluensis,AVIBASE-63CF0D74,3.66,0
9149,Dessonornis macclounii,AVIBASE-8629598D,3.66,0
9150,Dessonornis anomalus,AVIBASE-87286CEB,3.66,0
9151,Dessonornis archeri,AVIBASE-96D9A285,2.734429005,0
9152,Dessonornis humeralis,AVIBASE-94932CDC,2.5,0
9153,Erithacus rubecula,AVIBASE-C809B2B9,2.45,0
9154,Pogonocichla stellata,AVIBASE-230A0342,3.05,0
9155,Oreocossypha isabellae,AVIBASE-DB856F78,2.87,0
9156,Cossyphicula roberti,AVIBASE-F95998A8,3.623141582,0
9157,Swynnertonia swynnertoni,AVIBASE-3622BD28,2.13432,0
9158,Chamaetylas poliophrys,AVIBASE-F71CDDC8,3.714343001,0
9159,Chamaetylas poliocephala,AVIBASE-8B7A6FE9,3.231085897,0
9160,Chamaetylas fuelleborni,AVIBASE-4ACA4C5C,4.884967169,0
9161,Chamaetylas choloensis,AVIBASE-68B8466C,5.02,0
9162,Cossypha cyanocampter,AVIBASE-9616C96E,3.15,0
9163,Cossypha semirufa,AVIBASE-53EABB81,3.05,0
9164,Cossypha heuglini,AVIBASE-16BD42DD,3.3,0
9165,Cossypha natalensis,AVIBASE-3846F8A8,3.38,0
9166,Cossypha dichroa,AVIBASE-68C54292,4.13,0
9167,Cossypha heinrichi,AVIBASE-B175F364,5.485879363,0
9168,Cossypha niveicapilla,AVIBASE-BB05D1FC,3.3,0
9169,Cossypha albicapillus,AVIBASE-FA3C53B8,4.48,0
9170,Stiphrornis erythrothorax,AVIBASE-3B8664BB,2.31,0
9171,Stiphrornis xanthogaster,AVIBASE-8952E1A8,2.31,0
9172,Stiphrornis pyrrholaemus,AVIBASE-E3760281,2.31,0
9173,Cichladusa arquata,AVIBASE-A0A3B03D,3.45,0
9174,Cichladusa ruficauda,AVIBASE-A27D752A,3.71,0
9175,Cichladusa guttata,AVIBASE-345658E9,2.72,0
9176,Sheppardia montana,AVIBASE-F6E72DBC,2.631284182,0
9177,Sheppardia lowei,AVIBASE-44A7DA22,2.328734434,0
9178,Sheppardia aurantiithorax,AVIBASE-CDFAB323,2.209179269,NA
9179,Sheppardia gabela,AVIBASE-F82D1379,1.608129803,0
9180,Sheppardia aequatorialis,AVIBASE-C25F57BD,2.082259304,0
9181,Sheppardia cyornithopsis,AVIBASE-65C6355E,2.278341748,0
9182,Sheppardia gunningi,AVIBASE-3E4783BA,2.202233562,1
9183,Sheppardia sharpei,AVIBASE-9B35BE95,2.45,0
9184,Sheppardia polioptera,AVIBASE-25C26AB9,2.253182356,0
9185,Sheppardia poensis,AVIBASE-5F5CE177,2.319874391,0
9186,Sheppardia bocagei,AVIBASE-CD0DE547,2.319874391,0
9187,Heinrichia simplex,AVIBASE-E6265029,3.592050628,NA
9188,Heinrichia calligyna,AVIBASE-FFC22757,3.592050628,NA
9189,Vauriella gularis,AVIBASE-8F08C0B4,2.92863701,0
9190,Vauriella albigularis,AVIBASE-2008024C,2.92863701,0
9191,Vauriella insignis,AVIBASE-52502154,3.168510123,0
9192,Vauriella goodfellowi,AVIBASE-ED864E8F,3.441122599,0
9193,Heteroxenicus stellatus,AVIBASE-5D15D786,2.734429005,0
9194,Brachypteryx hyperythra,AVIBASE-E1BA4929,6.586246686,0
9195,Brachypteryx leucophris,AVIBASE-26ACC9A5,2.072618771,0
9196,Brachypteryx cruralis,AVIBASE-0C0078A7,2.190584855,0
9197,Brachypteryx sinensis,AVIBASE-DF676564,2.190584855,0
9198,Brachypteryx goodfellowi,AVIBASE-66A4C6BB,2.190584855,0
9199,Brachypteryx poliogyna,AVIBASE-BCB949A5,2.190584855,0
9200,Brachypteryx erythrogyna,AVIBASE-1599A511,2.190584855,0
9201,Brachypteryx saturata,AVIBASE-EED638F3,2.190584855,0
9202,Brachypteryx montana,AVIBASE-98AF741E,2.190584855,0
9203,Brachypteryx floris,AVIBASE-3353BA88,2.190584855,0
9204,Larvivora ruficeps,AVIBASE-5C44B7AF,2.29235595,0
9205,Larvivora brunnea,AVIBASE-43B60493,2.223136471,0
9206,Larvivora cyane,AVIBASE-A8AA7E19,2.24,0
9207,Larvivora sibilans,AVIBASE-9C056398,2.185870187,0
9208,Larvivora akahige,AVIBASE-76E2708C,2.199680126,0
9209,Larvivora tanensis,AVIBASE-20940C94,2.199680126,0
9210,Larvivora komadori,AVIBASE-69346554,2.853415392,0
9211,Larvivora namiyei,AVIBASE-742C395C,2.853415392,0
9212,Irania gutturalis,AVIBASE-73BD4B29,2.66,0
9213,Hodgsonius phaenicuroides,AVIBASE-789DEC69,2.565825388,0
9214,Cyanecula svecica,AVIBASE-AFD6FD81,1.98,0
9215,Luscinia luscinia,AVIBASE-6EC66752,3.06,0
9216,Luscinia megarhynchos,AVIBASE-7C7F0DEE,2.65,0
9217,Calliope pectardens,AVIBASE-AD2D6B14,2.437327656,0
9218,Calliope obscura,AVIBASE-497B8CEE,2.437327656,0
9219,Calliope calliope,AVIBASE-786B0F98,2.65,0
9220,Calliope pectoralis,AVIBASE-95418926,2.78,0
9221,Calliope tschebaiewi,AVIBASE-157C8A98,2.78,0
9222,Myiomela leucura,AVIBASE-0691DA78,3.069271608,0
9223,Myiomela cambodiana,AVIBASE-3713C563,3.069271608,0
9224,Myiomela diana,AVIBASE-1C308E43,3.003351777,0
9225,Tarsiger hyperythrus,AVIBASE-40EF82DE,1.712098658,0
9226,Tarsiger cyanurus,AVIBASE-9F2611E8,1.85,0
9227,Tarsiger rufilatus,AVIBASE-EBC83ABE,1.85,0
9228,Tarsiger indicus,AVIBASE-74313060,1.959380958,0
9229,Tarsiger johnstoniae,AVIBASE-55B75532,1.560605315,0
9230,Tarsiger chrysaeus,AVIBASE-CF1D988A,1.910637188,0
9231,Enicurus scouleri,AVIBASE-92454493,2.09645676,0
9232,Enicurus schistaceus,AVIBASE-B04A5C77,3.409897743,0
9233,Enicurus velatus,AVIBASE-89D92B91,3.545913725,0
9234,Enicurus ruficapillus,AVIBASE-A35795D6,3.164836313,0
9235,Enicurus immaculatus,AVIBASE-7520AC01,2.945186483,0
9236,Enicurus leschenaulti,AVIBASE-9DBB7968,3.809102533,0
9237,Enicurus maculatus,AVIBASE-94160C77,4.145753002,0
9238,Cinclidium frontale,AVIBASE-858C33DD,2.945186483,0
9239,Myophonus blighi,AVIBASE-F7B59EF7,8.134633146,0
9240,Myophonus melanurus,AVIBASE-DF2951BF,5.875504285,0
9241,Myophonus glaucinus,AVIBASE-7508D58D,7.280893631,0
9242,Myophonus castaneus,AVIBASE-0652AFB0,7.280893631,NA
9243,Myophonus borneensis,AVIBASE-5C64346C,7.280893631,NA
9244,Myophonus robinsoni,AVIBASE-8B409B52,7.738781635,0
9245,Myophonus horsfieldii,AVIBASE-1C4DA989,9.8,0
9246,Myophonus insularis,AVIBASE-5420A5B7,8.134633146,0
9247,Myophonus caeruleus,AVIBASE-DE6C227D,12.2,0
9248,Ficedula zanthopygia,AVIBASE-70030C48,1.823695837,0
9249,Ficedula elisae,AVIBASE-40B76146,1.7,0
9250,Ficedula narcissina,AVIBASE-DEA1FD2E,1.7,0
9251,Ficedula owstoni,AVIBASE-98DA78EC,1.823695837,0
9252,Ficedula mugimaki,AVIBASE-0557B8E5,1.56,0
9253,Ficedula erithacus,AVIBASE-EF8548B9,1.501489178,0
9254,Ficedula tricolor,AVIBASE-8A18D787,1.2,0
9255,Ficedula hyperythra,AVIBASE-0EEEF8C2,1.82,0
9256,Ficedula hodgsoni,AVIBASE-4A9906BA,1.608129803,0
9257,Ficedula strophiata,AVIBASE-57D97C57,1.75,0
9258,Ficedula sapphira,AVIBASE-94AF14FA,1.252709141,0
9259,Ficedula superciliaris,AVIBASE-808001B1,1.24,0
9260,Ficedula westermanni,AVIBASE-58F57E07,1.290215727,0
9261,Ficedula ruficauda,AVIBASE-F6A82D7F,1.878297982,0
9262,Ficedula parva,AVIBASE-6A3CA06B,1.45,0
9263,Ficedula albicilla,AVIBASE-99985173,1.45,NA
9264,Ficedula subrubra,AVIBASE-BFB564AA,1.549779834,0
9265,Ficedula semitorquata,AVIBASE-BE56C141,1.6,0
9266,Ficedula hypoleuca,AVIBASE-66F7EC4B,1.7,0
9267,Ficedula albicollis,AVIBASE-0B2F8058,1.6,0
9268,Ficedula henrici,AVIBASE-C219B576,2.262912544,0
9269,Ficedula rufigula,AVIBASE-0DBEE836,1.6656373,0
9270,Ficedula buruensis,AVIBASE-752092BF,2.153150407,0
9271,Ficedula harterti,AVIBASE-16577904,1.819469227,0
9272,Ficedula timorensis,AVIBASE-02C91A31,1.391734137,0
9273,Ficedula basilanica,AVIBASE-F5DB600C,1.991135199,0
9274,Ficedula luzoniensis,AVIBASE-C1BCE534,1.82,0
9275,Ficedula crypta,AVIBASE-1DE8E22F,1.662879035,0
9276,Ficedula bonthaina,AVIBASE-42C56290,1.680054206,0
9277,Ficedula nigrorufa,AVIBASE-47C88B19,1.7,0
9278,Ficedula dumetoria,AVIBASE-EE4C2320,1.468997679,0
9279,Ficedula riedeli,AVIBASE-4BA2D4EE,1.468997679,0
9280,Ficedula disposita,AVIBASE-ADF166DE,1.656277819,0
9281,Ficedula platenae,AVIBASE-C7896162,1.722344391,0
9282,Phoenicurus alaschanicus,AVIBASE-40DEDD83,2.17647127,0
9283,Phoenicurus erythronotus,AVIBASE-03E448A1,1.85,0
9284,Phoenicurus frontalis,AVIBASE-F6732792,2.105859128,0
9285,Phoenicurus coeruleocephala,AVIBASE-DDD9AFC2,2.13,0
9286,Phoenicurus schisticeps,AVIBASE-B28F28BC,2.310665067,0
9287,Phoenicurus leucocephalus,AVIBASE-D2E75830,3.342750749,0
9288,Phoenicurus fuliginosus,AVIBASE-1850B440,2.365298179,0
9289,Phoenicurus bicolor,AVIBASE-4DB42DF9,2.734429005,0
9290,Phoenicurus ochruros,AVIBASE-612B5C24,2.13,1
9291,Phoenicurus phoenicurus,AVIBASE-06DD9D95,1.9,0
9292,Phoenicurus moussieri,AVIBASE-7A8D10C0,1.9,0
9293,Phoenicurus auroreus,AVIBASE-E859E499,1.95,0
9294,Phoenicurus erythrogastrus,AVIBASE-3B01E171,2.9,0
9295,Phoenicurus hodgsoni,AVIBASE-015533E2,2.53,0
9296,Monticola cinclorhyncha,AVIBASE-A84C5E18,4.2,0
9297,Monticola rufiventris,AVIBASE-7305993C,5.5,0
9298,Monticola gularis,AVIBASE-AC6BC1EC,4.2,0
9299,Monticola brevipes,AVIBASE-A20D777F,3.45,0
9300,Monticola explorator,AVIBASE-CCC257D0,5.4,0
9301,Monticola imerina,AVIBASE-B04A4CCA,3.212929909,0
9302,Monticola erythronotus,AVIBASE-6BE53CFC,3.007336513,NA
9303,Monticola sharpei,AVIBASE-F4CD196E,3.007336513,0
9304,Monticola saxatilis,AVIBASE-736D38E7,4.94,0
9305,Monticola solitarius,AVIBASE-41D76F4B,5.95,0
9306,Monticola rufocinereus,AVIBASE-566669CC,3.49,0
9307,Monticola semirufus,AVIBASE-6A984F97,4.552720583,0
9308,Monticola angolensis,AVIBASE-57DB5D4E,4.15,0
9309,Monticola rupestris,AVIBASE-22E11A7D,5.35,0
9310,Saxicola jerdoni,AVIBASE-161A2629,2.036187563,0
9311,Saxicola ferreus,AVIBASE-1580864C,1.981259717,0
9312,Saxicola gutturalis,AVIBASE-FC6AF842,2.036187563,0
9313,Saxicola rubetra,AVIBASE-A0EDAEA2,2.06,0
9314,Saxicola macrorhynchus,AVIBASE-BB5C7A45,2.036187563,0
9315,Saxicola insignis,AVIBASE-8C0E2D62,2.036187563,0
9316,Saxicola caprata,AVIBASE-A64A1FA2,1.94,0
9317,Saxicola leucurus,AVIBASE-54793140,2.036187563,0
9318,Saxicola dacotiae,AVIBASE-FEA56E91,1.88,1
9319,Saxicola torquatus,AVIBASE-F5463F0D,1.985,0
9320,Saxicola tectes,AVIBASE-63C0999F,1.985,0
9321,Campicoloides bifasciatus,AVIBASE-916C5AED,3.42,0
9322,Emarginata schlegelii,AVIBASE-EA459C8C,2.525,0
9323,Emarginata sinuata,AVIBASE-BF0859C5,2.46,0
9324,Emarginata tractrac,AVIBASE-17DEACED,2.62,0
9325,Pinarochroa sordida,AVIBASE-8EB0AB41,3.03,0
9326,Thamnolaea cinnamomeiventris,AVIBASE-F8B6EC31,4.59,0
9327,Myrmecocichla nigra,AVIBASE-B55BADC1,3.59,1
9328,Myrmecocichla aethiops,AVIBASE-E09F7223,5.09,1
9329,Myrmecocichla tholloni,AVIBASE-7631D1A3,3.990033156,1
9330,Myrmecocichla formicivora,AVIBASE-400A83B9,4.5,1
9331,Myrmecocichla monticola,AVIBASE-3B26A7B2,3.345,0
9332,Myrmecocichla melaena,AVIBASE-1B6016EC,3.990033156,1
9333,Myrmecocichla arnotti,AVIBASE-535524BE,3.6,1
9334,Oenanthe oenanthe,AVIBASE-DF526047,2.67,0
9335,Oenanthe seebohmi,AVIBASE-3983013B,2.67,0
9336,Oenanthe pileata,AVIBASE-E6BD3258,3.92,0
9337,Oenanthe frenata,AVIBASE-19ADEF8A,2.450694582,0
9338,Oenanthe bottae,AVIBASE-DB59BA9E,2.450694582,0
9339,Oenanthe heuglinii,AVIBASE-6ADB636C,2.464134815,0
9340,Oenanthe isabellina,AVIBASE-E6C6F746,3.04,0
9341,Oenanthe monacha,AVIBASE-17F2D08C,2.6,0
9342,Oenanthe deserti,AVIBASE-078BC0ED,2.435,0
9343,Oenanthe hispanica,AVIBASE-9611335C,2.415,0
9344,Oenanthe cypriaca,AVIBASE-A3148129,2.43,0
9345,Oenanthe pleschanka,AVIBASE-2FB34D83,2.43,0
9346,Oenanthe albifrons,AVIBASE-CC3B0B59,2.526161812,1
9347,Oenanthe phillipsi,AVIBASE-631D27EF,2.67,0
9348,Oenanthe moesta,AVIBASE-A9ADB78D,3.3,0
9349,Oenanthe melanura,AVIBASE-10E5B18E,2.26,0
9350,Oenanthe familiaris,AVIBASE-CD8DEBE3,2.79,0
9351,Oenanthe scotocerca,AVIBASE-DA3F40DB,2.105859128,0
9352,Oenanthe dubia,AVIBASE-B2C33E06,2.217616546,0
9353,Oenanthe fusca,AVIBASE-F8995B0A,2.63,0
9354,Oenanthe picata,AVIBASE-F0CB79C0,2.626926822,0
9355,Oenanthe leucura,AVIBASE-1C98EA2F,4.23,0
9356,Oenanthe leucopyga,AVIBASE-CAFA98EE,3.23,0
9357,Oenanthe albonigra,AVIBASE-95C1E715,3.25,0
9358,Oenanthe finschii,AVIBASE-3A712A25,3.08,0
9359,Oenanthe lugens,AVIBASE-97144E87,2.63,0
9360,Oenanthe chrysopygia,AVIBASE-E749750A,2.95,NA
9361,Oenanthe xanthoprymna,AVIBASE-FB719320,2.95,0
9362,Pinarornis plumosus,AVIBASE-ECCFBEB5,4.71,0
9363,Regulus calendula,AVIBASE-B60B1166,0.845,0
9364,Regulus satrapa,AVIBASE-154BCCAE,0.76,0
9365,Regulus goodfellowi,AVIBASE-367F4CFC,0.590533868,0
9366,Regulus regulus,AVIBASE-1C51C109,0.77,0
9367,Regulus madeirensis,AVIBASE-C92557B8,0.73,NA
9368,Regulus ignicapilla,AVIBASE-85B03849,0.73,0
9369,Dulus dominicus,AVIBASE-A274284B,4.81,1
9370,Hypocolius ampelinus,AVIBASE-D08193E0,5.1,0
9371,Hylocitrea bonensis,AVIBASE-315A1AD2,2.891952035,NA
9372,Hylocitrea bonthaina,AVIBASE-9E9FDF8D,2.891952035,NA
9373,Bombycilla garrulus,AVIBASE-AEF821EC,3.8,0
9374,Bombycilla japonica,AVIBASE-F13AA87F,3.936145656,0
9375,Bombycilla cedrorum,AVIBASE-9437D635,2.95,0
9376,Phainoptila melanoxantha,AVIBASE-2AF8DBBD,4.734201676,0
9377,Phainopepla nitens,AVIBASE-BD929CBC,2.58,0
9378,Ptiliogonys cinereus,AVIBASE-18003191,3.322604869,0
9379,Ptiliogonys caudatus,AVIBASE-12D30D1A,3.505598615,0
9380,Moho braccatus,#N/A,NA,NA
9381,Moho apicalis,#N/A,NA,NA
9382,Moho bishopi,#N/A,NA,NA
9383,Moho nobilis,#N/A,NA,NA
9384,Chaetoptila angustipluma,#N/A,NA,NA
9385,Elachura formosa,AVIBASE-2721665B,0.831116923,0
9386,Promerops cafer,AVIBASE-AEE09552,3.81,0
